[MAIN]: START
[ENV]: Started init Environment
[ENV]: ACTIONS_SPACE: 238
[ENV]: Finished init Environment
[TRAIN]: actions: 238, observations: 70
[TRAIN]: CUDA: True
[TRAIN]: (1/1600): reward: -80.65625357627869, reward_t: [-5.0, -4.0, -5.0, -5.0, 0.0, -5.0, -5.0, 0.3437464237213135, -5.0, -5.0, -5.0, -3.0, -5.0, -5.0, -5.0, -5.0, -5.0, 0.0, -5.0, -4.0], rates: 0.34374641476780443, rate_t: [0, 0, 0, 0, 0.0, 0, 0, 0.34374641476780443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0], loss: 0, rho: 0.4625, rho_t: [0.625, 0.625, 0.25, 0.25, 0.5, 0.5, 0.875, 0.5, 0.75, 0.5, 0.25, 0.125, 0.375, 0.375, 0.25, 0.75, 0.75, 0.375, 0.5, 0.125], transmit_actions: 10, transmit_actions_t: [1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0], bound: 29.324662647223732, bound_t: [0.9110866825686479, 1.0243985145558423, 1.637600940044165, 1.4446548638548293, 0.7786295813048522, 1.1960992165899038, 0.9909135014527208, 1.0626838360976294, 0.9370026944452172, 0.8362127383001818, 2.183699688485978, 2.0957122041491063, 2.3107489664074143, 1.6583340423272128, 1.5939677042440223, 2.0596940614857253, 1.7054184054330725, 1.554829061712119, 2.037679205422065, 1.3052967383430272],P: [0.25, 0.3125, 0.625, 0.875, 0.0, 0.625, 0.0625, 0.0625, 0.4375, 0.5, 0.8125, 0.5, 0.3125, 0.4375, 0.5625, 0.5625, 0.0, 0.0, 0.9375, 0.3125]
[TRAIN]: (2/1600): reward: -70.24598038196564, reward_t: [-5.0, 0.0, -5.0, -5.0, 0.28978103399276733, -5.0, -5.0, -5.0, 0.6541962027549744, -5.0, -2.189957618713379, -5.0, 0.0, -4.0, -5.0, -5.0, -5.0, -5.0, 0.0, -5.0], rates: 1.75401963657717, rate_t: [0, 0, 0, 0, 0.2897810236659869, 0, 0, 0, 0.6541962309548986, 0, 0.8100423819562846, 0, 0, 0, 0, 0, 0, 0, 0, 0], loss: 0, rho: 0.5, rho_t: [0.125, 0.625, 0.375, 0.75, 0.625, 0.375, 0.5, 0.875, 0.125, 0.375, 0.25, 0.125, 0.75, 0.625, 0.875, 0.875, 0.875, 0.625, 0.125, 0.125], transmit_actions: 10, transmit_actions_t: [1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1], bound: 28.359488197428423, bound_t: [0.8594907917780055, 0.7418578534684284, 1.5340738341748679, 0.8906822259803261, 1.3101984582301502, 1.3560934279143464, 0.9754590633337883, 1.1338069287683206, 1.0171926561967761, 1.6243465782221578, 1.6101331939711483, 1.2449971166558873, 1.3829285986903885, 1.218524684919748, 2.2681395123668366, 1.4258612781851663, 2.181029718344633, 1.8719090882768477, 1.851443589381236, 1.8613195985693614],P: [0.75, 0.0625, 0.6875, 0.625, 0.125, 0.625, 0.125, 1.0, 0.125, 0.6875, 0.25, 0.875, 0.25, 0.875, 1.0, 0.5, 0.8125, 0.75, 0.625, 0.875]
[TRAIN]: (3/1600): reward: -70.90144336223602, reward_t: [-5.0, -5.0, -5.0, -1.6713991165161133, -5.0, -5.0, -5.0, -2.0, -5.0, -5.0, 1.4353671073913574, -5.0, -0.5514731407165527, 1.3882447481155396, -5.0, -5.0, -5.0, -2.502182960510254, -2.0, -5.0], rates: 4.098556405788783, rate_t: [0, 0, 0, 0.3286008455598307, 0, 0, 0, 0, 0, 0, 1.435367065679893, 0, 0.4485268743785088, 1.3882446943600344, 0, 0, 0, 0.4978169258105164, 0, 0], loss: 0, rho: 0.49375, rho_t: [0.5, 0.625, 0.875, 0.25, 0.625, 0.125, 0.25, 0.625, 0.625, 0.375, 0.125, 0.625, 0.625, 0.25, 0.875, 0.625, 0.5, 0.25, 0.5, 0.625], transmit_actions: 10, transmit_actions_t: [1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0], bound: 27.109609946240717, bound_t: [1.8225168810029957, 0.9009256659233831, 1.2037551832436593, 0.981529482896441, 1.1350628384254038, 0.8739888178309343, 0.6971739805746833, 1.1389199597835922, 0.7574474890699076, 0.6787079410591804, 1.6408916278711603, 2.104660138007218, 1.6307019052520186, 1.8518371907854918, 1.4270791174014292, 1.2371914615579365, 1.2935937360370802, 2.0875272686784645, 1.461541009689029, 2.184558251150709],P: [0.5625, 0.375, 0.8125, 0.3125, 0.9375, 1.0, 0.125, 0.75, 0.125, 0.3125, 0.1875, 0.0, 0.25, 0.125, 0.625, 0.625, 0.9375, 0.4375, 0.6875, 0.75]
[TRAIN]: (4/1600): reward: -79.67537379264832, reward_t: [0.0, -0.8253693580627441, -3.785381317138672, -2.4326047897338867, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 0.0, -3.9489831924438477, -5.0, -3.683035135269165, -5.0, -5.0], rates: 1.3246262789566288, rate_t: [0, 0.17463063867770293, 0.21461877919001476, 0.5673951654169231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05101689629898393, 0, 0.3169647993730041, 0, 0], loss: 16.9468573401956, rho: 0.5875, rho_t: [0.5, 0.75, 0.625, 0.125, 0.5, 0.75, 0.875, 0.875, 0.875, 0.875, 0.125, 0.375, 0.875, 0.125, 0.125, 0.875, 0.75, 0.375, 0.625, 0.75], transmit_actions: 7, transmit_actions_t: [0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0], bound: 27.892568073556323, bound_t: [1.052224637304917, 0.9556493430433413, 1.184162138369404, 1.2496631876804218, 1.1631442568520978, 1.0189818927800363, 1.5262021828094268, 0.8784427499854479, 1.455202115612102, 1.4250952110509223, 1.5937618187068994, 1.8128648224240576, 1.9006028275778915, 1.1683345185378373, 1.5473558519414998, 2.0226895388947286, 1.2406127406643506, 1.3640450626488176, 2.294839275261838, 1.0386939014102874],P: [0.5625, 0.1875, 1.0, 0.1875, 0.1875, 0.5625, 0.6875, 0.3125, 0.1875, 0.0625, 0.5, 0.3125, 0.625, 0.4375, 1.0, 0.75, 0.0625, 0.4375, 0.3125, 0.125]
[TRAIN]: (5/1600): reward: -70.06260141730309, reward_t: [-5.0, 0.0, 0.0, -5.0, -5.0, -5.0, 0.0, -5.0, -1.0, -5.0, 0.23258009552955627, -5.0, -5.0, -5.0, -1.6752204895019531, -2.6199610233306885, -5.0, -5.0, -5.0, -5.0], rates: 0.9373986141004382, rate_t: [0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0.23258010271915225, 0, 0, 0, 0.32477956002873776, 0.3800389513525482, 0, 0, 0, 0], loss: 16.74007167816162, rho: 0.44375, rho_t: [0.125, 0.375, 0.25, 0.125, 0.25, 0.125, 0.25, 0.375, 0.5, 0.375, 0.875, 0.5, 0.75, 0.75, 0.5, 0.5, 0.75, 0.25, 0.5, 0.75], transmit_actions: 10, transmit_actions_t: [1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0], bound: 28.077283418354455, bound_t: [0.780998378691173, 0.9487953704343581, 1.2630535958958367, 1.7654876386828848, 1.8434514119059693, 1.2853908446226758, 1.5000739294524568, 1.561847139324693, 0.720810919692646, 1.1898920250154763, 1.863811485178343, 1.4539943396141959, 1.4772252498558032, 1.4398978582224475, 1.5394228546674944, 1.7351005474772685, 1.3947399687080226, 1.0953059376676535, 1.3045483178168285, 1.9134356054282269],P: [0.125, 0.5, 0.0, 0.3125, 0.5625, 1.0, 1.0, 0.625, 0.875, 0.0625, 0.0625, 0.6875, 0.1875, 0.375, 0.25, 0.3125, 0.25, 0.4375, 0.75, 0.8125]
[TRAIN]: (6/1600): reward: -78.33650070428848, reward_t: [0.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -1.7530300617218018, -2.374034881591797, -5.0, -5.0, -5.0, -5.0, 0.0, -5.0, 0.790564239025116, -5.0], rates: 1.6634992825198425, rate_t: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.24696998084205812, 0.6259650684676755, 0, 0, 0, 0, 0, 0, 0.7905642332101087, 0], loss: 16.785218954086304, rho: 0.51875, rho_t: [0.625, 0.875, 0.125, 0.875, 0.875, 0.25, 0.875, 0.625, 0.75, 0.375, 0.75, 0.375, 0.25, 0.625, 0.375, 0.25, 0.125, 0.5, 0.375, 0.5], transmit_actions: 6, transmit_actions_t: [0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0], bound: 28.769639189175997, bound_t: [1.4324283802857098, 1.2189305270341135, 1.244540313662738, 1.1810610174708704, 1.1305201617493863, 1.1550675061102187, 1.5142092208836169, 1.54020682771202, 1.0959071029259624, 1.0912302138237777, 1.6050803561133415, 1.9006916549824209, 1.8176031343108585, 1.4236180122778, 1.5712816013303876, 1.512264404437507, 1.8916067164798969, 1.748097471612398, 1.2655942860686145, 1.4297002799043668],P: [0.375, 0.75, 0.125, 0.6875, 0.8125, 1.0, 0.0, 0.4375, 0.5625, 0.6875, 0.3125, 0.3125, 0.125, 0.0, 0.125, 0.625, 1.0, 0.1875, 0.125, 0.9375]
[TRAIN]: (7/1600): reward: -72.48784625530243, reward_t: [-5.0, -1.8339307308197021, -5.0, -5.0, -3.9256646633148193, -5.0, -3.754009485244751, -1.0, 0.23968249559402466, -3.7881295680999756, -0.8585899472236633, 0.4327956438064575, -5.0, -5.0, -5.0, -3.0, -5.0, -5.0, -5.0, -5.0], rates: 1.5121537180874776, rate_t: [0, 0.16606925549686907, 0, 0, 0.07433522585257779, 0, 0.24599057679568256, 0, 0.23968249291853652, 0.2118704397005358, 0.14141006978042628, 0.4327956575428496, 0, 0, 0, 0, 0, 0, 0, 0], loss: 16.425897932052614, rho: 0.5125, rho_t: [0.375, 0.75, 0.625, 0.75, 0.375, 0.5, 0.5, 0.125, 0.75, 0.125, 0.875, 0.75, 0.125, 0.25, 0.625, 0.375, 0.5, 0.25, 0.875, 0.75], transmit_actions: 12, transmit_actions_t: [0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1], bound: 27.769704243749278, bound_t: [1.4970075590998662, 1.3925340473759218, 0.5999884799147677, 0.818083126973649, 1.0164751189503787, 1.44357400926418, 1.3407713502469287, 0.8871646310740431, 1.1923720215506546, 0.8191899295727624, 1.434227505283422, 1.732046323051125, 1.5707591037632933, 1.71025714814954, 1.8021135230347924, 2.2548374961566746, 1.3042600542107106, 2.266664494240964, 1.4852052477655246, 1.2021730740700791],P: [0.0, 0.5, 0.3125, 0.4375, 0.6875, 0.4375, 0.9375, 0.5, 0.125, 0.375, 0.1875, 0.125, 0.5, 0.5625, 0.75, 0.3125, 0.375, 0.3125, 0.5, 0.875]
[TRAIN]: (8/1600): reward: -57.391540199518204, reward_t: [0.0, 0.0, -0.542555034160614, -5.0, -5.0, -3.8296802043914795, -3.909003973007202, -2.4723422527313232, -2.811021089553833, -5.0, -3.9346165657043457, -5.0, 0.6567578911781311, -5.0, -2.935253381729126, 0.27029475569725037, -0.8841203451156616, -5.0, -5.0, -2.0], rates: 3.6084594829699856, rate_t: [0, 0, 0.45744497532694717, 0, 0, 0.17031968684570586, 0.09099597995181694, 0.5276576569339813, 0.18897879162273135, 0, 0.06538353599701408, 0, 0.656757881944767, 0, 0.06474658320656639, 0.2702947637462546, 1.1158796273942007, 0, 0, 0], loss: 16.37580623626709, rho: 0.43125, rho_t: [0.25, 0.25, 0.25, 0.25, 0.75, 0.375, 0.375, 0.125, 0.75, 0.625, 0.5, 0.375, 0.5, 0.25, 0.875, 0.875, 0.125, 0.375, 0.5, 0.25], transmit_actions: 13, transmit_actions_t: [0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0], bound: 28.72239310520827, bound_t: [1.4977044912109936, 1.278537980403496, 0.9489327051737619, 1.9323097396404674, 0.9537579557871237, 0.7973713728683859, 0.7947313619220451, 1.0140704873979802, 1.5103909268751852, 0.927069913766914, 1.1785609453567893, 1.3507570582997155, 1.3156291413753152, 2.0823679174361858, 2.2430999887889738, 2.163682642793554, 2.1313175359437344, 1.840728233095727, 1.0872864950083052, 1.6740862120636208],P: [0.4375, 0.625, 0.1875, 0.3125, 0.5, 0.5, 0.5, 0.5, 0.75, 0.0625, 0.3125, 0.0625, 0.0625, 0.5, 0.3125, 0.125, 0.375, 0.8125, 0.625, 0.625]
[TRAIN]: (9/1600): reward: -66.12315726280212, reward_t: [0.0, -2.0, -5.0, -2.666790246963501, -5.0, -5.0, -3.9976699352264404, -1.0, -5.0, 0.0, -1.4586970806121826, -5.0, 0.0, -5.0, -5.0, -5.0, -5.0, -5.0, 0.0, -5.0], rates: 0.8768427325845585, rate_t: [0, 0, 0, 0.33320973521916614, 0, 0, 0.0023301184765213297, 0, 0, 0, 0.541302878888871, 0, 0, 0, 0, 0, 0, 0, 0, 0], loss: 15.360151720046996, rho: 0.39375, rho_t: [0.375, 0.25, 0.5, 0.25, 0.25, 0.5, 0.5, 0.125, 0.75, 0.25, 0.5, 0.25, 0.375, 0.25, 0.375, 0.875, 0.125, 0.125, 0.75, 0.5], transmit_actions: 9, transmit_actions_t: [0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0], bound: 31.000837729393833, bound_t: [1.0643439158114782, 1.7307753449110237, 1.1174542439420652, 0.9357573384726392, 1.9864553484385445, 1.1127941463291677, 0.8128377723170073, 1.3954900103162726, 0.7406827243820633, 1.2128465242459419, 1.7231563199269422, 1.8662189543413366, 1.1256662571064955, 1.9437406305730143, 1.537753754908302, 1.73653663335481, 1.7548063860006564, 2.15913266490555, 2.526428252145049, 2.5179605069654767],P: [0.5, 0.5, 0.4375, 0.25, 0.875, 0.9375, 0.625, 0.5625, 0.5625, 1.0, 0.1875, 0.8125, 0.75, 0.375, 0.125, 0.5625, 0.875, 0.875, 0.125, 0.125]
[TRAIN]: (10/1600): reward: -72.97670832276344, reward_t: [-5.0, -1.0, -5.0, -3.0, 0.4911061227321625, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 0.0, -4.0, -2.7679555416107178, 0.0, -5.0, -2.6998589038848877, -5.0, -5.0], rates: 1.0232918318117665, rate_t: [0, 0, 0, 0, 0.4911061089386343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.23204455006507724, 0, 0, 0.3001411728080551, 0, 0], loss: 15.66380009651184, rho: 0.4625, rho_t: [0.625, 0.625, 0.875, 0.625, 0.375, 0.5, 0.625, 0.75, 0.625, 0.5, 0.25, 0.375, 0.125, 0.5, 0.25, 0.25, 0.375, 0.5, 0.125, 0.375], transmit_actions: 8, transmit_actions_t: [1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1], bound: 29.486360347901346, bound_t: [1.6255284733640674, 1.3127060489873994, 1.2730003046091503, 1.9321845883244764, 1.20899301796841, 0.9653510466424502, 0.9472235031259133, 1.4900660610808258, 1.3744357328461696, 1.2435524284074007, 1.2811719507741102, 1.1578674622419098, 1.5552356953936026, 1.2649115793516863, 1.6917855873549787, 2.790666224371892, 1.2704134541580083, 1.9172958446866393, 1.777511823798551, 1.406459520413706],P: [1.0, 0.9375, 0.6875, 0.9375, 0.125, 0.875, 0.9375, 0.1875, 0.3125, 0.5625, 0.9375, 0.8125, 0.625, 0.875, 0.3125, 0.9375, 0.125, 0.5625, 0.75, 0.5]
